"V1","bird","sex","tissue","treatment","group","study","sextissue","samples","hiloPRL","external"
"p.g.blk.s040_female_hypothalamus_m.inc.d8","p.g.blk.s040","female","hypothalamus","early","female.hypothalamus.early","charcterization","female_hypothalamus","p.g.blk.s040_female_hypothalamus_m.inc.d8","lo","chicks"
"p.g.blk.s040_female_pituitary_m.inc.d8","p.g.blk.s040","female","pituitary","early","female.pituitary.early","charcterization","female_pituitary","p.g.blk.s040_female_pituitary_m.inc.d8","lo","chicks"
"pk.s.d.g_male_gonad_prolong","pk.s.d.g","male","gonads","prolong","male.gonads.prolong","manipulation","male_gonads","pk.s.d.g_male_gonad_prolong","hi","eggs"
"pk.s.d.g_male_hypothalamus_prolong","pk.s.d.g","male","hypothalamus","prolong","male.hypothalamus.prolong","manipulation","male_hypothalamus","pk.s.d.g_male_hypothalamus_prolong","hi","eggs"
"pk.s.d.g_male_pituitary_prolong","pk.s.d.g","male","pituitary","prolong","male.pituitary.prolong","manipulation","male_pituitary","pk.s.d.g_male_pituitary_prolong","hi","eggs"
"pk.s011.o.y_female_gonad_m.inc.d17","pk.s011.o.y","female","gonads","m.inc.d17","female.gonads.m.inc.d17","manipulation","female_gonads","pk.s011.o.y_female_gonad_m.inc.d17","lo","nest"
"pk.s011.o.y_female_hypothalamus_m.inc.d17","pk.s011.o.y","female","hypothalamus","m.inc.d17","female.hypothalamus.m.inc.d17","manipulation","female_hypothalamus","pk.s011.o.y_female_hypothalamus_m.inc.d17","lo","nest"
"pk.s011.o.y_female_pituitary_m.inc.d17","pk.s011.o.y","female","pituitary","m.inc.d17","female.pituitary.m.inc.d17","manipulation","female_pituitary","pk.s011.o.y_female_pituitary_m.inc.d17","lo","nest"
"pk.s054.d.g_female_gonad_m.hatch","pk.s054.d.g","female","gonads","m.n2","female.gonads.m.n2","manipulation","female_gonads","pk.s054.d.g_female_gonad_m.hatch","hi","nest"
"pk.s054.d.g_female_hypothalamus_m.hatch","pk.s054.d.g","female","hypothalamus","m.n2","female.hypothalamus.m.n2","manipulation","female_hypothalamus","pk.s054.d.g_female_hypothalamus_m.hatch","hi","nest"
"pk.s054.d.g_female_pituitary_m.hatch","pk.s054.d.g","female","pituitary","m.n2","female.pituitary.m.n2","manipulation","female_pituitary","pk.s054.d.g_female_pituitary_m.hatch","hi","nest"
"pk.s055.d.l_female_gonad_m.inc.d8","pk.s055.d.l","female","gonads","early","female.gonads.early","charcterization","female_gonads","pk.s055.d.l_female_gonad_m.inc.d8","lo","chicks"
"pk.s055.d.l_female_hypothalamus_m.inc.d8","pk.s055.d.l","female","hypothalamus","early","female.hypothalamus.early","charcterization","female_hypothalamus","pk.s055.d.l_female_hypothalamus_m.inc.d8","lo","chicks"
"pk.s055.d.l_female_pituitary_m.inc.d8","pk.s055.d.l","female","pituitary","early","female.pituitary.early","charcterization","female_pituitary","pk.s055.d.l_female_pituitary_m.inc.d8","lo","chicks"
"pk.s238.blk.w_male_gonad_lay","pk.s238.blk.w","male","gonads","lay","male.gonads.lay","charcterization","male_gonads","pk.s238.blk.w_male_gonad_lay","lo","eggs"
"pk.s238.blk.w_male_hypothalamus_lay","pk.s238.blk.w","male","hypothalamus","lay","male.hypothalamus.lay","charcterization","male_hypothalamus","pk.s238.blk.w_male_hypothalamus_lay","lo","eggs"
"pk.s238.blk.w_male_pituitary_lay","pk.s238.blk.w","male","pituitary","lay","male.pituitary.lay","charcterization","male_pituitary","pk.s238.blk.w_male_pituitary_lay","lo","eggs"
"pk.w.s141.o_male_gonad_lay","pk.w.s141.o","male","gonads","lay","male.gonads.lay","charcterization","male_gonads","pk.w.s141.o_male_gonad_lay","lo","eggs"
"pk.w.s141.o_male_hypothalamus_lay","pk.w.s141.o","male","hypothalamus","lay","male.hypothalamus.lay","charcterization","male_hypothalamus","pk.w.s141.o_male_hypothalamus_lay","lo","eggs"
"pk.w.s141.o_male_pituitary_lay","pk.w.s141.o","male","pituitary","lay","male.pituitary.lay","charcterization","male_pituitary","pk.w.s141.o_male_pituitary_lay","lo","eggs"
"pu.blk.s102.y_male_gonad_m.inc.d8","pu.blk.s102.y","male","gonads","early","male.gonads.early","charcterization","male_gonads","pu.blk.s102.y_male_gonad_m.inc.d8","lo","chicks"
"pu.blk.s102.y_male_hypothalamus_m.inc.d8","pu.blk.s102.y","male","hypothalamus","early","male.hypothalamus.early","charcterization","male_hypothalamus","pu.blk.s102.y_male_hypothalamus_m.inc.d8","lo","chicks"
"pu.blk.s102.y_male_pituitary_m.inc.d8","pu.blk.s102.y","male","pituitary","early","male.pituitary.early","charcterization","male_pituitary","pu.blk.s102.y_male_pituitary_m.inc.d8","lo","chicks"
"pu.s.o.r_male_hypothalamus_m.hatch","pu.s.o.r","male","hypothalamus","m.n2","male.hypothalamus.m.n2","manipulation","male_hypothalamus","pu.s.o.r_male_hypothalamus_m.hatch","hi","nest"
"pu.s.o.r_male_pituitary_m.hatch","pu.s.o.r","male","pituitary","m.n2","male.pituitary.m.n2","manipulation","male_pituitary","pu.s.o.r_male_pituitary_m.hatch","hi","nest"
"r.r.x.ATLAS.R2XR_female_gonad_control","r.r.x.ATLAS.R2XR","female","gonads","control","female.gonads.control","charcterization","female_gonads","r.r.x.ATLAS.R2XR_female_gonad_control","hi","control"
"r.r.x.ATLAS.R2XR_female_hypothalamus_control","r.r.x.ATLAS.R2XR","female","hypothalamus","control","female.hypothalamus.control","charcterization","female_hypothalamus","r.r.x.ATLAS.R2XR_female_hypothalamus_control","hi","control"
"r.r.x.ATLAS.R2XR_female_pituitary_control","r.r.x.ATLAS.R2XR","female","pituitary","control","female.pituitary.control","charcterization","female_pituitary","r.r.x.ATLAS.R2XR_female_pituitary_control","hi","control"
"r.r.x.ATLAS_female_gonad_control","r.r.x.ATLAS","female","gonads","control","female.gonads.control","charcterization","female_gonads","r.r.x.ATLAS_female_gonad_control","hi","control"
"r.r.x.ATLAS_female_hypothalamus_control","r.r.x.ATLAS","female","hypothalamus","control","female.hypothalamus.control","charcterization","female_hypothalamus","r.r.x.ATLAS_female_hypothalamus_control","hi","control"
"r.r.x.ATLAS_female_pituitary_control","r.r.x.ATLAS","female","pituitary","control","female.pituitary.control","charcterization","female_pituitary","r.r.x.ATLAS_female_pituitary_control","hi","control"
"r.s005.pk.blk_male_gonad_lay","r.s005.pk.blk","male","gonads","lay","male.gonads.lay","charcterization","male_gonads","r.s005.pk.blk_male_gonad_lay","lo","eggs"
"r.s005.pk.blk_male_hypothalamus_lay","r.s005.pk.blk","male","hypothalamus","lay","male.hypothalamus.lay","charcterization","male_hypothalamus","r.s005.pk.blk_male_hypothalamus_lay","lo","eggs"
"r.s005.pk.blk_male_pituitary_lay","r.s005.pk.blk","male","pituitary","lay","male.pituitary.lay","charcterization","male_pituitary","r.s005.pk.blk_male_pituitary_lay","lo","eggs"
"r.s035.y.blk_female_gonad_m.inc.d3","r.s035.y.blk","female","gonads","m.inc.d3","female.gonads.m.inc.d3","manipulation","female_gonads","r.s035.y.blk_female_gonad_m.inc.d3","lo","nest"
"r.s035.y.blk_female_hypothalamus_m.inc.d3","r.s035.y.blk","female","hypothalamus","m.inc.d3","female.hypothalamus.m.inc.d3","manipulation","female_hypothalamus","r.s035.y.blk_female_hypothalamus_m.inc.d3","lo","nest"
"r.s035.y.blk_female_pituitary_m.inc.d3","r.s035.y.blk","female","pituitary","m.inc.d3","female.pituitary.m.inc.d3","manipulation","female_pituitary","r.s035.y.blk_female_pituitary_m.inc.d3","lo","nest"
"r.s056.g.o_female_gonad_bldg","r.s056.g.o","female","gonads","bldg","female.gonads.bldg","charcterization","female_gonads","r.s056.g.o_female_gonad_bldg","lo","nest"
"r.s056.g.o_female_hypothalamus_bldg","r.s056.g.o","female","hypothalamus","bldg","female.hypothalamus.bldg","charcterization","female_hypothalamus","r.s056.g.o_female_hypothalamus_bldg","lo","nest"
"r.s056.g.o_female_pituitary_bldg","r.s056.g.o","female","pituitary","bldg","female.pituitary.bldg","charcterization","female_pituitary","r.s056.g.o_female_pituitary_bldg","lo","nest"
"r.s057.g.pk_male_gonad_extend","r.s057.g.pk","male","gonads","extend","male.gonads.extend","manipulation","male_gonads","r.s057.g.pk_male_gonad_extend","hi","chicks"
"r.s057.g.pk_male_hypothalamus_extend","r.s057.g.pk","male","hypothalamus","extend","male.hypothalamus.extend","manipulation","male_hypothalamus","r.s057.g.pk_male_hypothalamus_extend","hi","chicks"
"r.s057.g.pk_male_pituitary_extend","r.s057.g.pk","male","pituitary","extend","male.pituitary.extend","manipulation","male_pituitary","r.s057.g.pk_male_pituitary_extend","hi","chicks"
"r.s058.d.l_male_gonad_m.inc.d8","r.s058.d.l","male","gonads","early","male.gonads.early","charcterization","male_gonads","r.s058.d.l_male_gonad_m.inc.d8","lo","chicks"
"r.s058.d.l_male_hypothalamus_m.inc.d8","r.s058.d.l","male","hypothalamus","early","male.hypothalamus.early","charcterization","male_hypothalamus","r.s058.d.l_male_hypothalamus_m.inc.d8","lo","chicks"
"r.s058.d.l_male_pituitary_m.inc.d8","r.s058.d.l","male","pituitary","early","male.pituitary.early","charcterization","male_pituitary","r.s058.d.l_male_pituitary_m.inc.d8","lo","chicks"
"r.s059.d.o_male_gonad_bldg","r.s059.d.o","male","gonads","bldg","male.gonads.bldg","charcterization","male_gonads","r.s059.d.o_male_gonad_bldg","lo","nest"
"r.s059.d.o_male_hypothalamus_bldg","r.s059.d.o","male","hypothalamus","bldg","male.hypothalamus.bldg","charcterization","male_hypothalamus","r.s059.d.o_male_hypothalamus_bldg","lo","nest"
"r.s059.d.o_male_pituitary_bldg","r.s059.d.o","male","pituitary","bldg","male.pituitary.bldg","charcterization","male_pituitary","r.s059.d.o_male_pituitary_bldg","lo","nest"
"r.s086.l.blk_male_gonad_extend","r.s086.l.blk","male","gonads","extend","male.gonads.extend","manipulation","male_gonads","r.s086.l.blk_male_gonad_extend","hi","chicks"
"r.s086.l.blk_male_hypothalamus_extend","r.s086.l.blk","male","hypothalamus","extend","male.hypothalamus.extend","manipulation","male_hypothalamus","r.s086.l.blk_male_hypothalamus_extend","hi","chicks"
"r.s086.l.blk_male_pituitary_extend","r.s086.l.blk","male","pituitary","extend","male.pituitary.extend","manipulation","male_pituitary","r.s086.l.blk_male_pituitary_extend","hi","chicks"
"r.s116.blk.pu_male_gonad_lay","r.s116.blk.pu","male","gonads","lay","male.gonads.lay","charcterization","male_gonads","r.s116.blk.pu_male_gonad_lay","lo","eggs"
"r.s116.blk.pu_male_hypothalamus_lay","r.s116.blk.pu","male","hypothalamus","lay","male.hypothalamus.lay","charcterization","male_hypothalamus","r.s116.blk.pu_male_hypothalamus_lay","lo","eggs"
"r.s116.blk.pu_male_pituitary_lay","r.s116.blk.pu","male","pituitary","lay","male.pituitary.lay","charcterization","male_pituitary","r.s116.blk.pu_male_pituitary_lay","lo","eggs"
"r.s131.o.d_female_gonad_extend","r.s131.o.d","female","gonads","extend","female.gonads.extend","manipulation","female_gonads","r.s131.o.d_female_gonad_extend","hi","chicks"
"r.s131.o.d_female_hypothalamus_extend","r.s131.o.d","female","hypothalamus","extend","female.hypothalamus.extend","manipulation","female_hypothalamus","r.s131.o.d_female_hypothalamus_extend","hi","chicks"
"r.s131.o.d_female_pituitary_extend","r.s131.o.d","female","pituitary","extend","female.pituitary.extend","manipulation","female_pituitary","r.s131.o.d_female_pituitary_extend","hi","chicks"
"r.s171.l.w_female_gonad_n9","r.s171.l.w","female","gonads","n9","female.gonads.n9","charcterization","female_gonads","r.s171.l.w_female_gonad_n9","hi","chicks"
"r.s171.l.w_female_hypothalamus_n9","r.s171.l.w","female","hypothalamus","n9","female.hypothalamus.n9","charcterization","female_hypothalamus","r.s171.l.w_female_hypothalamus_n9","hi","chicks"
"r.s171.l.w_female_pituitary_n9","r.s171.l.w","female","pituitary","n9","female.pituitary.n9","charcterization","female_pituitary","r.s171.l.w_female_pituitary_n9","hi","chicks"
"r.s172.l.y_male_gonad_extend","r.s172.l.y","male","gonads","extend","male.gonads.extend","manipulation","male_gonads","r.s172.l.y_male_gonad_extend","hi","chicks"
"r.s172.l.y_male_hypothalamus_extend","r.s172.l.y","male","hypothalamus","extend","male.hypothalamus.extend","manipulation","male_hypothalamus","r.s172.l.y_male_hypothalamus_extend","hi","chicks"
"r.s172.l.y_male_pituitary_extend","r.s172.l.y","male","pituitary","extend","male.pituitary.extend","manipulation","male_pituitary","r.s172.l.y_male_pituitary_extend","hi","chicks"
"r.y.s007.blk_male_gonad_n9","r.y.s007.blk","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","r.y.s007.blk_male_gonad_n9","hi","chicks"
"r.y.s007.blk_male_hypothalamus_n9","r.y.s007.blk","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","r.y.s007.blk_male_hypothalamus_n9","hi","chicks"
"r.y.s007.blk_male_pituitary_n9","r.y.s007.blk","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","r.y.s007.blk_male_pituitary_n9","hi","chicks"
"r176.blu54_male_gonad_inc.d17","r176.blu54","male","gonads","inc.d17","male.gonads.inc.d17","charcterization","male_gonads","r176.blu54_male_gonad_inc.d17","hi","eggs"
"r176.blu54_male_hypothalamus_inc.d17","r176.blu54","male","hypothalamus","inc.d17","male.hypothalamus.inc.d17","charcterization","male_hypothalamus","r176.blu54_male_hypothalamus_inc.d17","hi","eggs"
"r176.blu54_male_pituitary_inc.d17","r176.blu54","male","pituitary","inc.d17","male.pituitary.inc.d17","charcterization","male_pituitary","r176.blu54_male_pituitary_inc.d17","hi","eggs"
"r183.o22_female_gonad_hatch","r183.o22","female","gonads","hatch","female.gonads.hatch","charcterization","female_gonads","r183.o22_female_gonad_hatch","hi","chicks"
"r183.o22_female_hypothalamus_hatch","r183.o22","female","hypothalamus","hatch","female.hypothalamus.hatch","charcterization","female_hypothalamus","r183.o22_female_hypothalamus_hatch","hi","chicks"
"r183.o22_female_pituitary_hatch","r183.o22","female","pituitary","hatch","female.pituitary.hatch","charcterization","female_pituitary","r183.o22_female_pituitary_hatch","hi","chicks"
"r190.o43.x_male_gonad_lay","r190.o43.x","male","gonads","lay","male.gonads.lay","charcterization","male_gonads","r190.o43.x_male_gonad_lay","lo","eggs"
"r190.o43.x_male_hypothalamus_lay","r190.o43.x","male","hypothalamus","lay","male.hypothalamus.lay","charcterization","male_hypothalamus","r190.o43.x_male_hypothalamus_lay","lo","eggs"
"r190.o43.x_male_pituitary_lay","r190.o43.x","male","pituitary","lay","male.pituitary.lay","charcterization","male_pituitary","r190.o43.x_male_pituitary_lay","lo","eggs"
"r194.x_female_gonad_prolong","r194.x","female","gonads","prolong","female.gonads.prolong","manipulation","female_gonads","r194.x_female_gonad_prolong","hi","eggs"
"r194.x_female_hypothalamus_prolong","r194.x","female","hypothalamus","prolong","female.hypothalamus.prolong","manipulation","female_hypothalamus","r194.x_female_hypothalamus_prolong","hi","eggs"
"r194.x_female_pituitary_prolong","r194.x","female","pituitary","prolong","female.pituitary.prolong","manipulation","female_pituitary","r194.x_female_pituitary_prolong","hi","eggs"
"r195.x_male_gonad_n9","r195.x","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","r195.x_male_gonad_n9","hi","chicks"
"r195.x_male_hypothalamus_n9","r195.x","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","r195.x_male_hypothalamus_n9","hi","chicks"
"r195.x_male_pituitary_n9","r195.x","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","r195.x_male_pituitary_n9","hi","chicks"
"r196.x_male_gonad_m.inc.d9","r196.x","male","gonads","m.inc.d9","male.gonads.m.inc.d9","manipulation","male_gonads","r196.x_male_gonad_m.inc.d9","lo","nest"
"r196.x_male_hypothalamus_m.inc.d9","r196.x","male","hypothalamus","m.inc.d9","male.hypothalamus.m.inc.d9","manipulation","male_hypothalamus","r196.x_male_hypothalamus_m.inc.d9","lo","nest"
"r196.x_male_pituitary_m.inc.d9","r196.x","male","pituitary","m.inc.d9","male.pituitary.m.inc.d9","manipulation","male_pituitary","r196.x_male_pituitary_m.inc.d9","lo","nest"
"r27.w111.blu125_female_gonad_inc.d3","r27.w111.blu125","female","gonads","inc.d3","female.gonads.inc.d3","charcterization","female_gonads","r27.w111.blu125_female_gonad_inc.d3","lo","eggs"
"r27.w111.blu125_female_hypothalamus_inc.d3","r27.w111.blu125","female","hypothalamus","inc.d3","female.hypothalamus.inc.d3","charcterization","female_hypothalamus","r27.w111.blu125_female_hypothalamus_inc.d3","lo","eggs"
"r27.w111.blu125_female_pituitary_inc.d3","r27.w111.blu125","female","pituitary","inc.d3","female.pituitary.inc.d3","charcterization","female_pituitary","r27.w111.blu125_female_pituitary_inc.d3","lo","eggs"
"r30.w112.r46_female_gonad_inc.d9","r30.w112.r46","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","r30.w112.r46_female_gonad_inc.d9","lo","eggs"
"r30.w112.r46_female_hypothalamus_inc.d9","r30.w112.r46","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","r30.w112.r46_female_hypothalamus_inc.d9","lo","eggs"
"r30.w112.r46_female_pituitary_inc.d9","r30.w112.r46","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","r30.w112.r46_female_pituitary_inc.d9","lo","eggs"
"r36.w184.x_female_gonad_inc.d9","r36.w184.x","female","gonads","inc.d9","female.gonads.inc.d9","charcterization","female_gonads","r36.w184.x_female_gonad_inc.d9","hi","eggs"
"r36.w184.x_female_hypothalamus_inc.d9","r36.w184.x","female","hypothalamus","inc.d9","female.hypothalamus.inc.d9","charcterization","female_hypothalamus","r36.w184.x_female_hypothalamus_inc.d9","hi","eggs"
"r36.w184.x_female_pituitary_inc.d9","r36.w184.x","female","pituitary","inc.d9","female.pituitary.inc.d9","charcterization","female_pituitary","r36.w184.x_female_pituitary_inc.d9","hi","eggs"
"r37.w100.x_male_gonad_n9","r37.w100.x","male","gonads","n9","male.gonads.n9","charcterization","male_gonads","r37.w100.x_male_gonad_n9","lo","chicks"
"r37.w100.x_male_hypothalamus_n9","r37.w100.x","male","hypothalamus","n9","male.hypothalamus.n9","charcterization","male_hypothalamus","r37.w100.x_male_hypothalamus_n9","lo","chicks"
"r37.w100.x_male_pituitary_n9","r37.w100.x","male","pituitary","n9","male.pituitary.n9","charcterization","male_pituitary","r37.w100.x_male_pituitary_n9","lo","chicks"
"r4.x_male_gonad_m.inc.d8","r4.x","male","gonads","early","male.gonads.early","charcterization","male_gonads","r4.x_male_gonad_m.inc.d8","lo","chicks"
"r4.x_male_hypothalamus_m.inc.d8","r4.x","male","hypothalamus","early","male.hypothalamus.early","charcterization","male_hypothalamus","r4.x_male_hypothalamus_m.inc.d8","lo","chicks"
