"","gene","name"
"7398","HMGB1P23","high mobility group box 1 pseudogene 23"
"7399","HMGB1P24","high mobility group box 1 pseudogene 24"
"7400","HMGB1P25","high mobility group box 1 pseudogene 25"
"7401","HMGB1P26","high mobility group box 1 pseudogene 26"
"7402","HMGB1P27","high mobility group box 1 pseudogene 27"
"7403","HMGB1P28","high mobility group box 1 pseudogene 28"
"7404","HMGB1P29","high mobility group box 1 pseudogene 29"
"7405","HMGB1P30","high mobility group box 1 pseudogene 30"
"7406","HMGB1P31","high mobility group box 1 pseudogene 31"
"7407","HMGB1P32","high mobility group box 1 pseudogene 32"
"7408","HMGB1P33","high mobility group box 1 pseudogene 33"
"7409","HMGB1P34","high mobility group box 1 pseudogene 34"
"7410","HMGB1P35","high mobility group box 1 pseudogene 35"
"7411","HMGB1P36","high mobility group box 1 pseudogene 36"
"7412","HMGB1P37","high mobility group box 1 pseudogene 37"
"7413","HMGB1P38","high mobility group box 1 pseudogene 38"
"7414","HMGB1P39","high mobility group box 1 pseudogene 39"
"7415","HMGB1P40","high mobility group box 1 pseudogene 40"
"7416","HMGB1P41","high mobility group box 1 pseudogene 41"
"7417","HMGB1P42","high mobility group box 1 pseudogene 42"
"7418","HMGB1P43","high mobility group box 1 pseudogene 43"
"7419","HMGB1P44","high mobility group box 1 pseudogene 44"
"7420","HMGB1P45","high mobility group box 1 pseudogene 45"
"7421","HMGB1P46","high mobility group box 1 pseudogene 46"
"7422","HMGB1P47","high mobility group box 1 pseudogene 47"
"7423","HMGB1P48","high mobility group box 1 pseudogene 48"
"7424","HMGB1P49","high mobility group box 1 pseudogene 49"
"7425","HMGB1P50","high mobility group box 1 pseudogene 50"
"7426","HMGB1P51","high mobility group box 1 pseudogene 51"
"7427","HMGB2P1","high mobility group box 2 pseudogene 1"
"7428","HMGB3P1","high mobility group box 3 pseudogene 1"
"7429","HMGB3P2","high mobility group box 3 pseudogene 2"
"7430","HMGB3P3","high mobility group box 3 pseudogene 3"
"7431","HMGB3P4","high mobility group box 3 pseudogene 4"
"7432","HMGB3P5","high mobility group box 3 pseudogene 5"
"7433","HMGB3P6","high mobility group box 3 pseudogene 6"
"7434","HMGB3P7","high mobility group box 3 pseudogene 7"
"7435","HMGB3P8","high mobility group box 3 pseudogene 8"
"7436","HMGB3P9","high mobility group box 3 pseudogene 9"
"7437","HMGB3P10","high mobility group box 3 pseudogene 10"
"7438","HMGB3P11","high mobility group box 3 pseudogene 11"
"7439","HMGB3P12","high mobility group box 3 pseudogene 12"
"7440","HMGB3P13","high mobility group box 3 pseudogene 13"
"7441","HMGB3P14","high mobility group box 3 pseudogene 14"
"7442","HMGB3P15","high mobility group box 3 pseudogene 15"
"7443","HMGB3P16","high mobility group box 3 pseudogene 16"
"7444","HMGB3P17","high mobility group box 3 pseudogene 17"
"7445","HMGB3P18","high mobility group box 3 pseudogene 18"
"7446","HMGB3P19","high mobility group box 3 pseudogene 19"
"7447","HMGB3P20","high mobility group box 3 pseudogene 20"
"7448","HMGB3P21","high mobility group box 3 pseudogene 21"
"7449","HMGB3P22","high mobility group box 3 pseudogene 22"
"7450","HMGB3P23","high mobility group box 3 pseudogene 23"
"7451","HMGB3P24","high mobility group box 3 pseudogene 24"
"7452","HMGB3P25","high mobility group box 3 pseudogene 25"
"7453","HMGB3P26","high mobility group box 3 pseudogene 26"
"7454","HMGB3P27","high mobility group box 3 pseudogene 27"
"7455","HMGB3P28","high mobility group box 3 pseudogene 28"
"7456","HMGB3P29","high mobility group box 3 pseudogene 29"
"7457","HMGB3P30","high mobility group box 3 pseudogene 30"
"7458","HMGB3P31","high mobility group box 3 pseudogene 31"
"7459","HMGB3P32","high mobility group box 3 pseudogene 32"
"7460","HMGB4","high mobility group box 4"
"7461","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1"
"7462","HMGN1P1","high mobility group nucleosome binding domain 1 pseudogene 1"
"7463","HMGN1P2","high mobility group nucleosome binding domain 1 pseudogene 2"
"7464","HMGN1P3","high mobility group nucleosome binding domain 1 pseudogene 3"
"7465","HMGN1P4","high mobility group nucleosome binding domain 1 pseudogene 4"
"7466","HMGN1P5","high mobility group nucleosome binding domain 1 pseudogene 5"
"7467","HMGN1P6","high mobility group nucleosome binding domain 1 pseudogene 6"
"7468","HMGN1P7","high mobility group nucleosome binding domain 1 pseudogene 7"
"7469","HMGN1P8","high mobility group nucleosome binding domain 1 pseudogene 8"
"7470","HMGN1P9","high mobility group nucleosome binding domain 1 pseudogene"
"7471","HMGN1P10","high mobility group nucleosome binding domain 1 pseudogene 10"
"7472","HMGN1P11","high mobility group nucleosome binding domain 1 pseudogene 11"
"7473","HMGN1P12","high mobility group nucleosome binding domain 1 pseudogene 12"
"7474","HMGN1P13","high mobility group nucleosome binding domain 1 pseudogene 13"
"7475","HMGN1P14","high mobility group nucleosome binding domain 1 pseudogene 14"
"7476","HMGN1P15","high mobility group nucleosome binding domain 1 pseudogene 15"
"7477","HMGN1P16","high mobility group nucleosome binding domain 1 pseudogene 16"
"7478","HMGN1P17","high mobility group nucleosome binding domain 1 pseudogene 17"
"7479","HMGN1P18","high mobility group nucleosome binding domain 1 pseudogene 18"
"7480","HMGN1P19","high mobility group nucleosome binding domain 1 pseudogene 19"
"7481","HMGN1P20","high mobility group nucleosome binding domain 1 pseudogene 20"
"7482","HMGN1P21","high mobility group nucleosome binding domain 1 pseudogene 21"
"7483","HMGN1P22","high mobility group nucleosome binding domain 1 pseudogene 22"
"7484","HMGN1P23","high mobility group nucleosome binding domain 1 pseudogene 23"
"7485","HMGN1P24","high mobility group nucleosome binding domain 1 pseudogene 24"
"7486","HMGN1P25","high mobility group nucleosome binding domain 1 pseudogene 25"
"7487","HMGN1P26","high mobility group nucleosome binding domain 1 pseudogene 26"
"7488","HMGN1P27","high mobility group nucleosome binding domain 1 pseudogene 27"
"7489","HMGN1P28","high mobility group nucleosome binding domain 1 pseudogene 28"
"7490","HMGN1P29","high mobility group nucleosome binding domain 1 pseudogene 29"
"7491","HMGN1P30","high mobility group nucleosome binding domain 1 pseudogene 30"
"7492","HMGN1P31","high mobility group nucleosome binding domain 1 pseudogene 31"
"7493","HMGN1P32","high mobility group nucleosome binding domain 1 pseudogene 32"
"7494","HMGN1P33","high mobility group nucleosome binding domain 1 pseudogene 33"
"7495","HMGN1P34","high mobility group nucleosome binding domain 1 pseudogene 34"
"7496","HMGN1P35","high mobility group nucleosome binding domain 1 pseudogene 35"
"7497","HMGN1P36","high mobility group nucleosome binding domain 1 pseudogene 36"
"7498","HMGN1P37","high mobility group nucleosome binding domain 1 pseudogene 37"
"7499","HMGN1P38","high mobility group nucleosome binding domain 1 pseudogene 38"
"7500","HMGN2P1","high mobility group nucleosomal binding domain 2 pseudogene 1"
"7501","HMGN2P2","high mobility group nucleosomal binding domain 2 pseudogene 2"
"7502","HMGN2P3","high mobility group nucleosomal binding domain 2 pseudogene 3"
"7503","HMGN2P4","high mobility group nucleosomal binding domain 2 pseudogene 4"
"7504","HMGN2P5","high mobility group nucleosomal binding domain 2 pseudogene 5"
"7505","HMGN2P6","high mobility group nucleosomal binding domain 2 pseudogene 6"
"7506","HMGN2P7","high mobility group nucleosomal binding domain 2 pseudogene 7"
"7507","HMGN2P8","high mobility group nucleosomal binding domain 2 pseudogene 8"
"7508","HMGN2P9","high mobility group nucleosomal binding domain 2 pseudogene 9"
"7509","HMGN2P10","high mobility group nucleosomal binding domain 2 pseudogene10"
"7510","HMGN2P11","high mobility group nucleosomal binding domain 2 pseudogene 11"
"7511","HMGN2P12","high mobility group nucleosomal binding domain 2 pseudogene 12"
"7512","HMGN2P13","high mobility group nucleosomal binding domain 2 pseudogene 13"
"7513","HMGN2P14","high mobility group nucleosomal binding domain 2 pseudogene14"
"7514","HMGN2P15","high mobility group nucleosomal binding domain 2 pseudogene 15"
"7515","HMGN2P16","high mobility group nucleosomal binding domain 2 pseudogene 16"
"7516","HMGN2P17","high mobility group nucleosomal binding domain 2 pseudogene 17"
"7517","HMGN2P18","high mobility group nucleosomal binding domain 2 pseudogene 18"
"7518","HMGN2P19","high mobility group nucleosomal binding domain 2 pseudogene 19"
"7519","HMGN2P20","high mobility group nucleosomal binding domain 2 pseudogene 20"
"7520","HMGN2P21","high mobility group nucleosomal binding domain 2 pseudogene 21"
"7521","HMGN2P22","high mobility group nucleosomal binding domain 2 pseudogene 22"
"7522","HMGN2P23","high mobility group nucleosomal binding domain 2 pseudogene 23"
"7523","HMGN2P24","high mobility group nucleosomal binding domain 2 pseudogene 24"
"7524","HMGN2P25","high mobility group nucleosomal binding domain 2 pseudogene 25"
"7525","HMGN2P26","high mobility group nucleosomal binding domain 2 pseudogene 26"
"7526","HMGN2P27","high mobility group nucleosomal binding domain 2 pseudogene 27"
"7527","HMGN2P28","high mobility group nucleosomal binding domain 2 pseudogene 28"
"7528","HMGN2P29","high mobility group nucleosomal binding domain 2 pseudogene 29"
"7529","HMGN2P30","high mobility group nucleosomal binding domain 2 pseudogene 30"
"7530","HMGN2P31","high mobility group nucleosomal binding domain 2 pseudogene 31"
"7531","HMGN2P32","high mobility group nucleosomal binding domain 2 pseudogene 32"
"7532","HMGN2P33","high mobility group nucleosomal binding domain 2 pseudogene 33"
"7533","HMGN2P34","high mobility group nucleosomal binding domain 2 pseudogene 34"
"7534","HMGN2P35","high mobility group nucleosomal binding domain 2 pseudogene 35"
"7535","HMGN2P36","high mobility group nucleosomal binding domain 2 pseudogene 36"
"7536","HMGN2P37","high mobility group nucleosomal binding domain 2 pseudogene 37"
"7537","HMGN2P38","high mobility group nucleosomal binding domain 2 pseudogene 38"
"7538","HMGN2P39","high mobility group nucleosomal binding domain 2 pseudogene 39"
"7539","HMGN2P40","high mobility group nucleosomal binding domain 2 pseudogene 40"
"7540","HMGN2P41","high mobility group nucleosomal binding domain 2 pseudogene 41"
"7541","HMGN2P42","high mobility group nucleosomal binding domain 2 pseudogene 42"
"7542","HMGN2P43","high mobility group nucleosomal binding domain 2 pseudogene 43"
"7543","HMGN2P44","high mobility group nucleosomal binding domain 2 pseudogene 44"
"7544","HMGN2P45","high mobility group nucleosomal binding domain 2 pseudogene 45"
"7545","HMGN2P46","high mobility group nucleosomal binding domain 2 pseudogene 46"
"7546","HMGN2P47","high mobility group nucleosomal binding domain 2 pseudogene 47"
"7547","HMGN3-AS1","HMGN3 antisense RNA 1"
"7548","HMGN3P1","high mobility group nucleosomal binding domain 3 pseudogene 1"
"7549","HMGN4","high mobility group nucleosomal binding domain 4"
"7550","HMHB1","histocompatibility minor HB-1"
"7551","HMI","hypomelanosis of Ito"
"7552","HMMR-AS1","HMMR antisense RNA 1"
"7553","HMS1","homosexuality 1"
"7554","HMSD","histocompatibility minor serpin domain containing"
"7555","HMX1","H6 family homeobox 1"
"7556","HNB1","hereditary neuroblastoma 1"
"7557","HNF1A-AS1","HNF1A antisense RNA 1"
"7558","HNF4A-AS1","HNF4A antisense RNA 1"
"7559","HNF4GP1","hepatocyte nuclear factor 4 gamma pseudogene 1"
"7560","HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1 like 2"
"7561","HNRNPA1P1","heterogeneous nuclear ribonucleoprotein A1 pseudogene 1"
"7562","HNRNPA1P2","heterogeneous nuclear ribonucleoprotein A1 pseudogene 2"
"7563","HNRNPA1P3","heterogeneous nuclear ribonucleoprotein A1 pseudogene 3"
"7564","HNRNPA1P4","heterogeneous nuclear ribonucleoprotein A1 pseudogene 4"
"7565","HNRNPA1P5","heterogeneous nuclear ribonucleoprotein A1 pseudogene 5"
"7566","HNRNPA1P6","heterogeneous nuclear ribonucleoprotein A1 pseudogene 6"
"7567","HNRNPA1P7","heterogeneous nuclear ribonucleoprotein A1 pseudogene 7"
"7568","HNRNPA1P8","heterogeneous nuclear ribonucleoprotein A1 pseudogene 8"
"7569","HNRNPA1P9","heterogeneous nuclear ribonucleoprotein A1 pseudogene 9"
"7570","HNRNPA1P10","heterogeneous nuclear ribonucleoprotein A1 pseudogene 10"
"7571","HNRNPA1P11","heterogeneous nuclear ribonucleoprotein A1 pseudogene 11"
"7572","HNRNPA1P12","heterogeneous nuclear ribonucleoprotein A1 pseudogene 12"
"7573","HNRNPA1P13","heterogeneous nuclear ribonucleoprotein A1 pseudogene 13"
"7574","HNRNPA1P14","heterogeneous nuclear ribonucleoprotein A1 pseudogene 14"
"7575","HNRNPA1P15","heterogeneous nuclear ribonucleoprotein A1 pseudogene 15"
"7576","HNRNPA1P16","heterogeneous nuclear ribonucleoprotein A1 pseudogene 16"
"7577","HNRNPA1P17","heterogeneous nuclear ribonucleoprotein A1 pseudogene 17"
"7578","HNRNPA1P18","heterogeneous nuclear ribonucleoprotein A1 pseudogene 18"
"7579","HNRNPA1P19","heterogeneous nuclear ribonucleoprotein A1 pseudogene 19"
"7580","HNRNPA1P20","heterogeneous nuclear ribonucleoprotein A1 pseudogene 20"
"7581","HNRNPA1P21","heterogeneous nuclear ribonucleoprotein A1 pseudogene 21"
"7582","HNRNPA1P22","heterogeneous nuclear ribonucleoprotein A1 pseudogene 22"
"7583","HNRNPA1P23","heterogeneous nuclear ribonucleoprotein A1 pseudogene 23"
"7584","HNRNPA1P24","heterogeneous nuclear ribonucleoprotein A1 pseudogene 24"
"7585","HNRNPA1P25","heterogeneous nuclear ribonucleoprotein A1 pseudogene 25"
"7586","HNRNPA1P26","heterogeneous nuclear ribonucleoprotein A1 pseudogene 26"
"7587","HNRNPA1P27","heterogeneous nuclear ribonucleoprotein A1 pseudogene 27"
"7588","HNRNPA1P28","heterogeneous nuclear ribonucleoprotein A1 pseudogene 28"
"7589","HNRNPA1P29","heterogeneous nuclear ribonucleoprotein A1 pseudogene 29"
"7590","HNRNPA1P30","heterogeneous nuclear ribonucleoprotein A1 pseudogene 30"
"7591","HNRNPA1P31","heterogeneous nuclear ribonucleoprotein A1 pseudogene 31"
"7592","HNRNPA1P32","heterogeneous nuclear ribonucleoprotein A1 pseudogene 32"
"7593","HNRNPA1P33","heterogeneous nuclear ribonucleoprotein A1 pseudogene 33"
"7594","HNRNPA1P34","heterogeneous nuclear ribonucleoprotein A1 pseudogene 34"
"7595","HNRNPA1P35","heterogeneous nuclear ribonucleoprotein A1 pseudogene 35"
"7596","HNRNPA1P36","heterogeneous nuclear ribonucleoprotein A1 pseudogene 36"
"7597","HNRNPA1P37","heterogeneous nuclear ribonucleoprotein A1 pseudogene 37"
"7598","HNRNPA1P38","heterogeneous nuclear ribonucleoprotein A1pseudogene 38"
"7599","HNRNPA1P39","heterogeneous nuclear ribonucleoprotein A1 pseudogene 39"
"7600","HNRNPA1P40","heterogeneous nuclear ribonucleoprotein A1 pseudogene 40"
"7601","HNRNPA1P41","heterogeneous nuclear ribonucleoprotein A1 pseudogene 41"
"7602","HNRNPA1P42","heterogeneous nuclear ribonucleoprotein A1 pseudogene 42"
"7603","HNRNPA1P43","heterogeneous nuclear ribonucleoprotein A1 pseudogene 43"
"7604","HNRNPA1P44","heterogeneous nuclear ribonucleoprotein A1 pseudogene 44"
"7605","HNRNPA1P45","heterogeneous nuclear ribonucleoprotein A1 pseudogene 45"
"7606","HNRNPA1P46","heterogeneous nuclear ribonucleoprotein A1 pseudogene 46"
"7607","HNRNPA1P47","heterogeneous nuclear ribonucleoprotein A1 pseudogene 47"
"7608","HNRNPA1P48","heterogeneous nuclear ribonucleoprotein A1 pseudogene 48"
"7609","HNRNPA1P49","heterogeneous nuclear ribonucleoprotein A1 pseudogene 49"
"7610","HNRNPA1P50","heterogeneous nuclear ribonucleoprotein A1 pseudogene 50"
"7611","HNRNPA1P51","heterogeneous nuclear ribonucleoprotein A1 pseudogene 51"
"7612","HNRNPA1P52","heterogeneous nuclear ribonucleoprotein A1 pseudogene 52"
"7613","HNRNPA1P53","heterogeneous nuclear ribonucleoprotein A1 pseudogene 53"
"7614","HNRNPA1P54","heterogeneous nuclear ribonucleoprotein A1 pseudogene 54"
"7615","HNRNPA1P55","heterogeneous nuclear ribonucleoprotein A1 pseudogene 55"
"7616","HNRNPA1P56","heterogeneous nuclear ribonucleoprotein A1 pseudogene 56"
"7617","HNRNPA1P57","heterogeneous nuclear ribonucleoprotein A1 pseudogene 57"
"7618","HNRNPA1P58","heterogeneous nuclear ribonucleoprotein A1 pseudogene 58"
"7619","HNRNPA1P59","heterogeneous nuclear ribonucleoprotein A1 pseudogene 59"
"7620","HNRNPA1P60","heterogeneous nuclear ribonucleoprotein A1 pseudogene 60"
"7621","HNRNPA1P61","heterogeneous nuclear ribonucleoprotein A1 pseudogene 61"
"7622","HNRNPA1P62","heterogeneous nuclear ribonucleoprotein A1 pseudogene 62"
"7623","HNRNPA1P63","heterogeneous nuclear ribonucleoprotein A1 pseudogene 63"
"7624","HNRNPA1P64","heterogeneous nuclear ribonucleoprotein A1 pseudogene 64"
"7625","HNRNPA1P65","heterogeneous nuclear ribonucleoprotein A1 pseudogene 65"
"7626","HNRNPA1P66","heterogeneous nuclear ribonucleoprotein A1 pseudogene 66"
"7627","HNRNPA1P67","heterogeneous nuclear ribonucleoprotein A1 pseudogene 67"
"7628","HNRNPA1P68","heterogeneous nuclear ribonucleoprotein A1 pseudogene 68"
"7629","HNRNPA1P69","heterogeneous nuclear ribonucleoprotein A1 pseudogene 69"
"7630","HNRNPA1P70","heterogeneous nuclear ribonucleoprotein A1 pseudogene 70"
"7631","HNRNPA1P71","heterogeneous nuclear ribonucleoprotein A1 pseudogene 71"
"7632","HNRNPA1P72","heterogeneous nuclear ribonucleoprotein A1 pseudogene 72"
"7633","HNRNPA1P73","heterogeneous nuclear ribonucleoprotein A1 pseudogene 73"
"7634","HNRNPA1P74","heterogeneous nuclear ribonucleoprotein A1 pseudogene 74"
"7635","HNRNPA1P75","heterogeneous nuclear ribonucleoprotein A1 pseudogene 75"
"7636","HNRNPA1P76","heterogeneous nuclear ribonucleoprotein A1 pseudogene 76"
"7637","HNRNPA1P77","heterogeneous nuclear ribonucleoprotein A1 pseudogene 77"
"7638","HNRNPA3P1","heterogeneous nuclear ribonucleoprotein A3 pseudogene 1"
"7639","HNRNPA3P2","heterogeneous nuclear ribonucleoprotein A3 pseudogene 2"
"7640","HNRNPA3P3","heterogeneous nuclear ribonucleoprotein A3 pseudogene 3"
"7641","HNRNPA3P4","heterogeneous nuclear ribonucleoprotein A3 pseudogene 4"
"7642","HNRNPA3P5","heterogeneous nuclear ribonucleoprotein A3 pseudogene 5"
"7643","HNRNPA3P6","heterogeneous nuclear ribonucleoprotein A3 pseudogene 6"
"7644","HNRNPA3P7","heterogeneous nuclear ribonucleoprotein A3 pseudogene 7"
"7645","HNRNPA3P8","heterogeneous nuclear ribonucleoprotein A3 pseudogene 8"
"7646","HNRNPA3P9","heterogeneous nuclear ribonucleoprotein A3 pseudogene 9"
"7647","HNRNPA3P10","heterogeneous nuclear ribonucleoprotein A3 pseudogene 10"
"7648","HNRNPA3P11","heterogeneous nuclear ribonucleoprotein A3 pseudogene 11"
"7649","HNRNPA3P12","heterogeneous nuclear ribonucleoprotein A3 pseudogene 12"
"7650","HNRNPA3P13","heterogeneous nuclear ribonucleoprotein A3 pseudogene 13"
"7651","HNRNPA3P14","heterogeneous nuclear ribonucleoprotein A3 pseudogene 14"
"7652","HNRNPA3P15","heterogeneous nuclear ribonucleoprotein A3 pseudogene 15"
"7653","HNRNPA3P16","heterogeneous nuclear ribonucleoprotein A3 pseudogene 16"
"7654","HNRNPABP1","heterogeneous nuclear ribonucleoprotein A/B pseudogene 1"
"7655","HNRNPC","heterogeneous nuclear ribonucleoprotein C"
"7656","HNRNPCL1","heterogeneous nuclear ribonucleoprotein C like 1"
"7657","HNRNPCL2","heterogeneous nuclear ribonucleoprotein C like 2"
