"net$colors","gene"
"turquoise","SLC4A11"
"turquoise","SLC4A1AP"
"turquoise","SLC4A2"
"turquoise","SLC4A3"
"turquoise","SLC4A4"
"turquoise","SLC4A7"
"grey","SLC51A"
"turquoise","SLC51B"
"turquoise","SLC52A3"
"turquoise","SLC5A1"
"red","SLC5A10"
"turquoise","SLC5A11"
"grey","SLC5A12"
"midnightblue","SLC5A5"
"turquoise","SLC5A6"
"grey","SLC5A7"
"turquoise","SLC5A8"
"turquoise","SLC5A9"
"turquoise","SLC6A1"
"black","SLC6A11"
"midnightblue","SLC6A12"
"brown","SLC6A13"
"blue","SLC6A14"
"turquoise","SLC6A15"
"turquoise","SLC6A17"
"turquoise","SLC6A18"
"grey","SLC6A19"
"turquoise","SLC6A2"
"turquoise","SLC6A20"
"turquoise","SLC6A4"
"grey","SLC6A5"
"turquoise","SLC6A6"
"salmon","SLC6A7"
"turquoise","SLC6A8"
"pink","SLC6A9"
"turquoise","SLC7A1"
"turquoise","SLC7A10"
"midnightblue","SLC7A11"
"grey","SLC7A13"
"turquoise","SLC7A14"
"turquoise","SLC7A2"
"turquoise","SLC7A3"
"turquoise","SLC7A5"
"turquoise","SLC7A6"
"turquoise","SLC7A6OS"
"turquoise","SLC7A7"
"turquoise","SLC7A9"
"turquoise","SLC8A1"
"turquoise","SLC8A2"
"turquoise","SLC8A3"
"turquoise","SLC8B1"
"turquoise","SLC9A1"
"turquoise","SLC9A2"
"yellow","SLC9A3"
"turquoise","SLC9A3R1"
"turquoise","SLC9A3R2"
"turquoise","SLC9A4"
"turquoise","SLC9A5"
"turquoise","SLC9A6"
"turquoise","SLC9A7"
"turquoise","SLC9A8"
"turquoise","SLC9A9"
"midnightblue","SLCO1A2"
"greenyellow","SLCO1B1"
"grey","SLCO1C1"
"turquoise","SLCO2A1"
"turquoise","SLCO2B1"
"turquoise","SLCO3A1"
"turquoise","SLCO4A1"
"turquoise","SLCO4C1"
"turquoise","SLCO5A1"
"turquoise","SLIRP"
"black","SLIT1"
"turquoise","SLIT2"
"turquoise","SLIT3"
"turquoise","SLITRK1"
"turquoise","SLITRK3"
"black","SLITRK4"
"turquoise","SLITRK5"
"turquoise","SLITRK6"
"turquoise","SLK"
"turquoise","SLMAP"
"turquoise","SLMO1"
"turquoise","SLMO2"
"grey","SLN"
"turquoise","SLTM"
"turquoise","SLU7"
"turquoise","SLX4"
"turquoise","SLX4IP"
"turquoise","SMAD1"
"turquoise","SMAD2"
"turquoise","SMAD4"
"turquoise","SMAD6"
"turquoise","SMAD7"
"turquoise","SMAD9"
"turquoise","SMAP1"
"turquoise","SMAP2"
"turquoise","SMARCA2"
"turquoise","SMARCA4"
"turquoise","SMARCA5"
"turquoise","SMARCAD1"
"turquoise","SMARCAL1"
"turquoise","SMARCB1"
"turquoise","SMARCC1"
"turquoise","SMARCD1"
"turquoise","SMARCD2"
"turquoise","SMARCD3"
"turquoise","SMARCE1"
"turquoise","SMC1B"
"turquoise","SMC2"
"turquoise","SMC3"
"turquoise","SMC4"
"turquoise","SMC5"
"turquoise","SMC6"
"turquoise","SMCHD1"
"turquoise","SMCO4"
"turquoise","SMCR8"
"turquoise","SMEK2"
"turquoise","SMG5"
"turquoise","SMG7"
"turquoise","SMG8"
"turquoise","SMG9"
"turquoise","SMIM11"
"turquoise","SMIM12"
"turquoise","SMIM14"
"turquoise","SMIM15"
"turquoise","SMIM18"
"turquoise","SMIM19"
"turquoise","SMIM20"
"turquoise","SMIM24"
"turquoise","SMIM3"
"turquoise","SMIM4"
"turquoise","SMIM5"
"turquoise","SMIM7"
"turquoise","SMIM8"
"turquoise","SMN"
"turquoise","SMNDC1"
"turquoise","SMO"
"turquoise","SMOC1"
"turquoise","SMOC2"
"turquoise","SMOX"
"turquoise","SMPD1"
"turquoise","SMPD2"
"turquoise","SMPD3"
"turquoise","SMPD4"
"turquoise","SMPDL3A"
"turquoise","SMPDL3B"
"yellow","SMPX"
"turquoise","SMS"
"turquoise","SMTN"
"turquoise","SMTNL1"
"turquoise","SMTNL2"
"turquoise","SMU1"
"turquoise","SMUG1"
"turquoise","SMURF1"
"turquoise","SMURF2"
"yellow","SMYD1"
"turquoise","SMYD2"
"turquoise","SMYD3"
"turquoise","SMYD4"
"turquoise","SMYD5"
"turquoise","SNAI2"
"turquoise","SNAP23"
"turquoise","SNAP25"
"turquoise","SNAP29"
"turquoise","SNAP47"
"turquoise","SNAP91"
"turquoise","SNAPC1"
"turquoise","SNAPC3"
"turquoise","SNAPC4"
"turquoise","SNAPC5"
"turquoise","SNAPIN"
"greenyellow","SNCA"
"turquoise","SNCAIP"
"turquoise","SNCB"
"greenyellow","SNCG"
"turquoise","SND1"
"turquoise","SNED1"
"turquoise","SNF8"
"turquoise","SNIP1"
"turquoise","SNN"
"turquoise","SNPH"
"turquoise","SNRK"
"turquoise","SNRNP25"
"turquoise","SNRNP35"
"turquoise","SNRNP40"
"turquoise","SNRNP48"
"turquoise","SNRPA1"
"turquoise","SNRPB"
"turquoise","SNRPB2"
"turquoise","SNRPC"
"turquoise","SNRPD1"
"turquoise","SNRPD2"
"turquoise","SNRPD3"
"green","SNRPE"
"turquoise","SNRPF"
"green","SNRPG"
"turquoise","SNTA1"
"turquoise","SNTB1"
"turquoise","SNTB2"
"turquoise","SNTG1"
"turquoise","SNTG2"
"turquoise","SNTN"
"turquoise","SNU13"
"turquoise","SNUPN"
"turquoise","SNW1"
"turquoise","SNX1"
"turquoise","SNX10"
"turquoise","SNX11"
"turquoise","SNX12"
"turquoise","SNX13"
"turquoise","SNX14"
"turquoise","SNX16"
"turquoise","SNX17"
"turquoise","SNX19"
"turquoise","SNX2"
"turquoise","SNX20"
"turquoise","SNX21"
"grey","SNX22"
"turquoise","SNX24"
"turquoise","SNX25"
"turquoise","SNX27"
"turquoise","SNX29"
"turquoise","SNX3"
"turquoise","SNX30"
"turquoise","SNX33"
"turquoise","SNX5"
"turquoise","SNX6"
"turquoise","SNX7"
"turquoise","SNX8"
"turquoise","SNX9"
"turquoise","SOAT1"
"turquoise","SOBP"
"turquoise","SOCS1"
"turquoise","SOCS2"
"turquoise","SOCS4"
"turquoise","SOCS5"
"turquoise","SOCS6"
"turquoise","SOD1"
"turquoise","SOD2"
"green","SOD3"
"turquoise","SOGA1"
"turquoise","SOGA2"
"turquoise","SOGA3"
"turquoise","SOHO-1"
"turquoise","SON"
"turquoise","SORBS1"
"turquoise","SORBS2"
"turquoise","SORCS1"
"turquoise","SORCS3"
"turquoise","SORD"
"turquoise","SORL1"
"turquoise","SORT1"
"turquoise","SOS1"
"turquoise","SOS2"
"grey","SOST"
"turquoise","SOSTDC1"
"turquoise","SOUL"
"turquoise","SOWAHA"
"turquoise","SOWAHC"
"pink","SOX10"
"turquoise","SOX11"
"turquoise","SOX12"
"salmon","SOX14"
"turquoise","SOX17"
"turquoise","SOX18"
"turquoise","SOX2"
"salmon","SOX21"
"purple","SOX30"
"turquoise","SOX4"
"turquoise","SOX5"
"turquoise","SOX6"
"turquoise","SOX7"
"pink","SOX8"
"turquoise","SOX9"
"turquoise","SP1"
"turquoise","SP2"
"turquoise","SP3"
"turquoise","SP4"
"greenyellow","SP9"
"grey","SPACA1"
"turquoise","SPAG1"
"turquoise","SPAG16"
"turquoise","SPAG17"
"turquoise","SPAG5"
"turquoise","SPAG6"
"grey","SPAG8"
"turquoise","SPAG9"
"magenta","SPAM1"
"turquoise","SPARC"
"magenta","SPARCL1"
"turquoise","SPAST"
"grey","SPATA1"
"turquoise","SPATA13"
"grey","SPATA16"
"turquoise","SPATA17"
"turquoise","SPATA18"
"turquoise","SPATA2"
"turquoise","SPATA20"
"turquoise","SPATA22"
"turquoise","SPATA2L"
"turquoise","SPATA5"
"turquoise","SPATA5L1"
"turquoise","SPATA6"
"turquoise","SPATA7"
"turquoise","SPATS2"
"turquoise","SPATS2L"
"turquoise","SPC24"
"turquoise","SPC25"
"turquoise","SPCS1"
"turquoise","SPCS2"
"turquoise","SPCS3"
"turquoise","SPDEF"
"turquoise","SPDL1"
"turquoise","SPDYA"
"turquoise","SPECC1"
"turquoise","SPECC1L"
"turquoise","SPEF2"
"turquoise","SPEG"
"turquoise","SPEN"
"turquoise","SPERT"
"turquoise","SPG11"
"turquoise","SPG20"
"turquoise","SPG21"
"turquoise","SPG7"
"turquoise","SPHK1"
"turquoise","SPHKAP"
"blue","SPI1"
"yellow","SPIC"
"turquoise","SPICE1"
"grey","SPINK4"
"midnightblue","SPINK5"
"green","SPINK7"
"turquoise","SPINT1"
"turquoise","SPIRE1"
"turquoise","SPIRE1L"
"turquoise","SPIRE2"
"turquoise","SPNS3"
"purple","SPO11"
"turquoise","SPOCK1"
"turquoise","SPOCK3"
"turquoise","SPON1"
"turquoise","SPON2"
"turquoise","SPOP"
"turquoise","SPOPL"
"grey","SPP1"
"turquoise","SPP2"
"turquoise","SPPL2A"
"turquoise","SPPL2B"
"turquoise","SPPL3"
"turquoise","SPRED1"
"turquoise","SPRED2"
"turquoise","SPRTN"
"turquoise","SPRY1"
"turquoise","SPRY2"
"turquoise","SPRY3"
"turquoise","SPRY4"
"turquoise","SPRYD3"
"turquoise","SPRYD7"
"turquoise","SPSB1"
"turquoise","SPSB3"
"turquoise","SPSB4"
"turquoise","SPTAN1"
"turquoise","SPTB"
"turquoise","SPTBN1"
"turquoise","SPTBN5"
"turquoise","SPTLC1"
"turquoise","SPTLC2"
"turquoise","SPTLC3"
"turquoise","SPTSSA"
"turquoise","SPTSSB"
"turquoise","SPTSSBL"
"turquoise","SPTY2D1"
"turquoise","SQLE"
"turquoise","SQSTM1"
"turquoise","SRA1"
"turquoise","SRBD1"
"turquoise","SRC"
"turquoise","SRCIN1"
"grey","SRCRB4D"
"turquoise","SRD5A1"
"turquoise","SRD5A3"
"turquoise","SREBF1"
"turquoise","SREBF2"
"turquoise","SREK1"
"turquoise","SREK1IP1"
"turquoise","SRF"
"turquoise","SRFBP1"
"green","SRGAP1"
"green","SRGAP2"
"turquoise","SRGAP3"
"blue","SRGN"
"turquoise","SRI"
"yellow","SRL"
"turquoise","SRM"
"turquoise","SRMS"
"turquoise","SRP14"
"turquoise","SRP54"
"turquoise","SRP68"
"turquoise","SRP72"
"turquoise","SRP9"
"turquoise","SRPK1"
"turquoise","SRPK2"
"turquoise","SRPR"
"turquoise","SRPRB"
"turquoise","SRPX"
"grey","SRPX2"
"turquoise","SRR"
"turquoise","SRRD"
"yellow","SRRL"
"turquoise","SRRM1"
"turquoise","SRRM3"
"turquoise","SRRM4"
"turquoise","SRSF1"
"turquoise","SRSF10"
"turquoise","SRSF11"
"turquoise","SRSF2"
"turquoise","SRSF3"
"turquoise","SRSF4"
"turquoise","SRSF5"
"turquoise","SRSF5A"
"turquoise","SRSF6"
"turquoise","SRSF7"
"turquoise","SRXN1"
"turquoise","SS18"
"green","SS18L1"
"turquoise","SS18L2"
"black","SS2"
"turquoise","SSB"
"turquoise","SSBP1"
"turquoise","SSBP2"
"turquoise","SSBP3"
"grey","SSC4D"
"turquoise","SSFA2"
"turquoise","SSH1"
"turquoise","SSH2"
"turquoise","SSNA1"
"turquoise","SSPN"
"turquoise","SSPO"
"turquoise","SSR1"
"turquoise","SSR2"
"turquoise","SSR3"
"turquoise","SSR4"
"turquoise","SSRP1"
"turquoise","SSTR1"
"turquoise","SSTR2"
"grey","SSTR3"
"turquoise","SSTR4"
"turquoise","SSTR5"
"turquoise","SSU72"
"turquoise","SSX2IP"
"turquoise","ST13"
"turquoise","ST14"
"turquoise","ST18"
"turquoise","ST3GAL1"
"turquoise","ST3GAL2"
"turquoise","ST3GAL3"
"turquoise","ST3GAL4"
"turquoise","ST3GAL5"
"turquoise","ST3GAL6"
"turquoise","ST5"
"turquoise","ST6GAL2"
"turquoise","ST6GALNAC1"
"brown","ST6GALNAC2"
"turquoise","ST6GALNAC3"
"turquoise","ST6GALNAC4"
"turquoise","ST6GALNAC5"
"turquoise","ST6GALNAC6"
"turquoise","ST7"
"turquoise","ST7L"
"turquoise","ST8SIA1"
"turquoise","ST8SIA2"
"turquoise","ST8SIA3"
"turquoise","ST8SIA4"
"turquoise","ST8SIA5"
"turquoise","ST8SIA6"
"turquoise","STAB1"
"grey","STAB2"
"turquoise","STAC"
"turquoise","STAG1"
"turquoise","STAG2"
"turquoise","STAG3"
"turquoise","STAM"
"turquoise","STAM2"
"turquoise","STAMBPL1"
"turquoise","STAR"
"turquoise","STARD10"
"turquoise","STARD13"
"turquoise","STARD3"
"turquoise","STARD3NL"
"turquoise","STARD4"
"turquoise","STARD5"
"turquoise","STARD7"
"brown","STARD9"
"cyan","STAT1"
"turquoise","STAT2"
"turquoise","STAT3"
"turquoise","STAT4"
"turquoise","STAT5B"
"turquoise","STAT6"
"turquoise","STAU1"
"turquoise","STAU2"
"turquoise","STBD1"
"red","STC1"
"grey","STC2"
"turquoise","STEAP1"
"turquoise","STEAP2"
"turquoise","STEAP3"
"blue","STEAP4"
"turquoise","STIL"
"turquoise","STIM1"
"turquoise","STIM2"
"blue","STK10"
"turquoise","STK11"
"turquoise","STK11IP"
"turquoise","STK16"
"turquoise","STK17A"
"turquoise","STK24"
"turquoise","STK25"
"turquoise","STK3"
"purple","STK31"
"turquoise","STK32A"
"turquoise","STK32B"
"turquoise","STK32C"
"turquoise","STK35"
"turquoise","STK36"
"turquoise","STK38"
"turquoise","STK38L"
"turquoise","STK39"
"turquoise","STK4"
"turquoise","STK40"
"turquoise","STMN1"
"turquoise","STMN2"
"turquoise","STMN3"
"brown","STMN4"
"purple","STMND1"
"turquoise","STOM"
"turquoise","STOML1"
"turquoise","STON1"
"turquoise","STON2"
"turquoise","STOX2"
"turquoise","STRA13"
"turquoise","STRA6"
"turquoise","STRA8"
"turquoise","STRADA"
"turquoise","STRADB"
"turquoise","STRAP"
"turquoise","STRBP"
"turquoise","STRIP1"
"turquoise","STRN"
"turquoise","STRN3"
"turquoise","STS"
"turquoise","STT3B"
"turquoise","STUB1"
"turquoise","STX12"
"turquoise","STX16"
"turquoise","STX17"
"turquoise","STX18"
"turquoise","STX19"
"turquoise","STX2"
"grey","STX3"
"turquoise","STX5"
"turquoise","STX6"
"turquoise","STX7"
"turquoise","STX8"
"turquoise","STXBP1"
"turquoise","STXBP3"
"turquoise","STXBP4"
"turquoise","STXBP5"
"turquoise","STXBP5L"
"turquoise","STXBP6"
"turquoise","STYX"
"turquoise","STYXL1"
"turquoise","SUB1"
"red","SUB1L1"
"turquoise","SUCLA2"
"turquoise","SUCLG1"
"turquoise","SUCLG2"
"turquoise","SUCO"
"turquoise","SUDS3"
"turquoise","SUFU"
"turquoise","SUGP1"
"turquoise","SUGP2"
"turquoise","SUGT1"
"turquoise","SULF1"
"turquoise","SULF2"
"turquoise","SULT1B"
"turquoise","SULT1C3"
"turquoise","SULT1E1"
"turquoise","SULT4A1"
"turquoise","SULT6B1"
"turquoise","SUMF1"
"turquoise","SUMF2"
"turquoise","SUMO1"
"turquoise","SUMO2"
"turquoise","SUMO3"
"turquoise","SUN1"
"turquoise","SUN2"
"turquoise","SUOX"
"turquoise","SUPT20H"
"turquoise","SUPT3H"
"turquoise","SUPT4H1"
"turquoise","SUPT5H"
"turquoise","SUPT6H"
"turquoise","SUPT7L"
"turquoise","SUPV3L1"
"turquoise","SURF1"
"turquoise","SURF2"
"turquoise","SURF4"
"turquoise","SURF6"
"tan","SUSD1"
"turquoise","SUSD2"
"turquoise","SUSD3"
"turquoise","SUSD4"
"turquoise","SUSD6"
"turquoise","SUV39H2"
"turquoise","SUV420H1"
"turquoise","SUZ12"
"turquoise","SV2A"
"turquoise","SV2B"
"turquoise","SVEP1"
"turquoise","SVIL"
"turquoise","SVIP"
"turquoise","SVOP"
"grey","SVOPL"
"brown","SWAP70"
"turquoise","SWT1"
"turquoise","SYAP1"
"turquoise","SYBU"
"grey","SYCE2"
"turquoise","SYCE3"
"grey","SYCN"
"turquoise","SYCP2"
"grey","SYCP2L"
"turquoise","SYCP3"
"turquoise","SYDE1"
"turquoise","SYDE2"
"turquoise","SYF2"
"blue","SYK"
"turquoise","SYMPK"
"turquoise","SYN2"
"turquoise","SYN3"
"turquoise","SYNC"
"turquoise","SYNCRIP"
"greenyellow","SYNDIG1"
"turquoise","SYNDIG1L"
"turquoise","SYNE1"
"magenta","SYNE2"
"turquoise","SYNE3"
"turquoise","SYNGR1"
"turquoise","SYNGR2"
"turquoise","SYNGR3"
"turquoise","SYNJ1"
"turquoise","SYNJ2"
"turquoise","SYNJ2BP"
"turquoise","SYNM"
"yellow","SYNPO"
"yellow","SYNPO2"
"yellow","SYNPO2L"
"turquoise","SYNPR"
"turquoise","SYNRG"
"purple","SYPL1"
"turquoise","SYPL2"
"turquoise","SYS1"
"turquoise","SYT1"
"turquoise","SYT11"
"turquoise","SYT12"
"turquoise","SYT13"
"magenta","SYT14"
"turquoise","SYT15"
"turquoise","SYT16"
"turquoise","SYT17"
"greenyellow","SYT2"
"turquoise","SYT4"
"green","SYT6"
"brown","SYT7"
"grey","SYT8"
"turquoise","SYT9"
"turquoise","SYTL1"
"turquoise","SYTL2"
"turquoise","SYTL3"
"turquoise","SYTL4"
"turquoise","SYTL5"
"turquoise","SYVN1"
"turquoise","SZRD1"
"turquoise","SZT2"
"turquoise","T"
"turquoise","TAAR1"
"turquoise","TAB1"
"turquoise","TAB2"
"turquoise","TAB3"
"black","TAC1"
"turquoise","TACC1"
"turquoise","TACC2"
"turquoise","TACC3"
"turquoise","TACR1"
"turquoise","TACR2"
"turquoise","TACR3"
"turquoise","TADA1"
"turquoise","TADA2A"
"turquoise","TADA2B"
"turquoise","TADA3"
"turquoise","TAF1"
"turquoise","TAF10"
"turquoise","TAF11"
"turquoise","TAF12"
"turquoise","TAF13"
"turquoise","TAF15"
"turquoise","TAF1A"
"turquoise","TAF1B"
"turquoise","TAF1D"
"turquoise","TAF2"
"turquoise","TAF3"
"turquoise","TAF4"
"turquoise","TAF4B"
"turquoise","TAF5"
"turquoise","TAF5L"
"turquoise","TAF6"
"turquoise","TAF6L"
"turquoise","TAF7"
"turquoise","TAF8"
"turquoise","TAF9"
"purple","TAGAP"
"grey","TAGLN"
"turquoise","TAGLN3"
"tan","TAL1"
"turquoise","TALDO1"
"turquoise","TAMM41"
"turquoise","TANC1"
"turquoise","TANC2"
"turquoise","TANGO2"
"turquoise","TANK"
"turquoise","TAOK1"
"turquoise","TAOK3"
"turquoise","TAPBPL"
"turquoise","TAPT1"
"turquoise","TARBP1"
"turquoise","TARBP2"
"turquoise","TARDBP"
"blue","TARP"
"turquoise","TARS"
"turquoise","TARS2"
"turquoise","TARSL2"
"turquoise","TAS1R1"
"grey","TAS2R7"
"turquoise","TASP1"
"turquoise","TAT"
"turquoise","TATDN1"
"turquoise","TATDN3"
"turquoise","TAX1BP1"
"turquoise","TAX1BP3"
"turquoise","TAZ"
"turquoise","TBC1D1"
"turquoise","TBC1D12"
"turquoise","TBC1D13"
"turquoise","TBC1D14"
"turquoise","TBC1D15"
"turquoise","TBC1D16"
"turquoise","TBC1D19"
"turquoise","TBC1D20"
"turquoise","TBC1D22A"
"turquoise","TBC1D22B"
"turquoise","TBC1D23"
"turquoise","TBC1D2B"
"turquoise","TBC1D30"
"turquoise","TBC1D31"
"turquoise","TBC1D32"
"turquoise","TBC1D4"
"turquoise","TBC1D5"
"turquoise","TBC1D7"
"turquoise","TBC1D8"
"turquoise","TBC1D8B"
"turquoise","TBC1D9"
"turquoise","TBCA"
"turquoise","TBCC"
"turquoise","TBCCD1"
"turquoise","TBCD"
"turquoise","TBCE"
"turquoise","TBCEL"
"turquoise","TBCK"
"turquoise","TBK1"
"turquoise","TBKBP1"
"turquoise","TBL1X"
"turquoise","TBL2"
"turquoise","TBL3"
"turquoise","TBP"
"turquoise","TBPL1"
"grey","TBPL2"
"turquoise","TBR1"
"turquoise","TBRG4"
"turquoise","TBX1"
"yellow","TBX15"
"turquoise","TBX18"
"turquoise","TBX19"
"blue","TBX20"
"grey","TBX22"
"turquoise","TBX3"
"turquoise","TBX4"
"turquoise","TBX5"
"turquoise","TBX6"
"turquoise","TBXA2R"
"turquoise","TBXAS1"
"turquoise","TC2N"
"turquoise","TCAIM"
"turquoise","TCEA1"
"green","TCEA2"
"turquoise","TCEA3"
"turquoise","TCEANC"
"turquoise","TCEANC2"
"turquoise","TCEB1"
"turquoise","TCERG1"
"turquoise","TCERG1L"
"turquoise","TCF12"
"grey","TCF15"
"turquoise","TCF20"
"turquoise","TCF21"
"turquoise","TCF24"
"turquoise","TCF25"
"turquoise","TCF3"
"turquoise","TCF4"
"turquoise","TCF7"
"turquoise","TCF7L2"
"turquoise","TCFL5"
"turquoise","TCHP"
"turquoise","TCIRG1"
"turquoise","TCN2"
"turquoise","TCOF1"
"turquoise","TCP1"
"brown","TCP10"
"turquoise","TCP11L1"
"turquoise","TCP11L2"
"turquoise","TCTA"
"grey","TCTE1"
"turquoise","TCTE3"
"turquoise","TCTEX1D1"
"turquoise","TCTN1"
"turquoise","TCTN2"
"turquoise","TCTN3"
"turquoise","TDG"
"turquoise","TDH"
"turquoise","TDO2"
"turquoise","TDP1"
"turquoise","TDP2"
"blue","TDRD1"
"turquoise","TDRD12"
"purple","TDRD15"
"turquoise","TDRD3"
"turquoise","TDRD5"
"purple","TDRD6"
"turquoise","TDRD7"
"purple","TDRD9"
"turquoise","TDRKH"
"turquoise","TDRP"
"turquoise","TEAD1"
"yellow","TEAD3"
"turquoise","TEAD4"
"turquoise","TEC"
"turquoise","TECPR1"
"turquoise","TECPR2"
"turquoise","TECR"
"turquoise","TECRL"
"pink","TECTB"
"turquoise","TEF"
"turquoise","TEK"
"turquoise","TEKT1"
"turquoise","TEKT2"
"turquoise","TEKT3"
"turquoise","TEKT4"
"turquoise","TEKT5"
"turquoise","TELO2"
"turquoise","TENM1"
"turquoise","TENM2"
"turquoise","TENM3"
"turquoise","TERF2"
"turquoise","TERF2IP"
"turquoise","TERT"
"turquoise","TES"
"turquoise","TESC"
"turquoise","TESK1"
"turquoise","TESK2"
"magenta","TET1"
"turquoise","TET2"
"turquoise","TET3"
"turquoise","TEX10"
"turquoise","TEX11"
"turquoise","TEX12"
"turquoise","TEX14"
"turquoise","TEX2"
"turquoise","TEX264"
"turquoise","TEX2L"
"turquoise","TEX30"
"purple","TEX33"
"turquoise","TEX9"
"midnightblue","TF"
"turquoise","TFAM"
"turquoise","TFAP2A"
"turquoise","TFAP2B"
"turquoise","TFAP2C"
"grey","TFAP2D"
"turquoise","TFAP4"
"turquoise","TFB1M"
"turquoise","TFB2M"
"turquoise","TFCP2"
"turquoise","TFCP2L1"
"turquoise","TFDP1"
"turquoise","TFDP2"
"turquoise","TFE3"
"turquoise","TFEB"
"grey","TFEC"
"grey","TFF2"
"turquoise","TFG"
"turquoise","TFIP11"
"turquoise","TFPI2"
"turquoise","TFPT"
"tan","TFRC"
"turquoise","TG"
"turquoise","TGDS"
"turquoise","TGFA"
"turquoise","TGFB1"
"turquoise","TGFB3"
"blue","TGFBI"
"turquoise","TGFBR1"
"turquoise","TGFBR2"
"turquoise","TGFBR3"
"turquoise","TGFBRAP1"
"turquoise","TGIF1"
"turquoise","TGM2"
"magenta","TGM3"
"grey","TGM4"
"turquoise","TGM6L"
"turquoise","TGOLN2"
"turquoise","TGS1"
"yellow","TH"
"turquoise","THADA"
"turquoise","THAP1"
"turquoise","THAP11"
"turquoise","THAP4"
"turquoise","THAP5"
"turquoise","THAP7"
"turquoise","THAP9"
"turquoise","THBD"
"turquoise","THBS1"
"turquoise","THBS2"
"turquoise","THBS4"
"turquoise","THEM4"
"blue","THEMIS"
"turquoise","THG1L"
"grey","THL"
"turquoise","THNSL2"
"turquoise","THOC1"
"turquoise","THOC2"
"turquoise","THOC3"
"turquoise","THOC5"
"turquoise","THOC7"
"turquoise","THOP1"
"turquoise","THPO"
"turquoise","THRAP3"
"turquoise","THRB"
"grey","THRSP"
"turquoise","THSD1"
"turquoise","THSD4"
"turquoise","THSD7A"
"turquoise","THSD7B"
"turquoise","THUMPD1"
"turquoise","THUMPD2"
"turquoise","THUMPD3"
"brown","THY1"
"turquoise","THYN1"
"turquoise","TIA1"
"turquoise","TIAM1"
"turquoise","TIAM2"
"turquoise","TICAM1"
"turquoise","TICRR"
"turquoise","TIE1"
"turquoise","TIFA"
"turquoise","TIGD5"
"grey","TIMD4"
"grey","TIMM10B"
"turquoise","TIMM13"
"turquoise","TIMM17A"
"turquoise","TIMM21"
"turquoise","TIMM22"
"turquoise","TIMM23"
"turquoise","TIMM44"
"turquoise","TIMM50"
"turquoise","TIMM8A"
"turquoise","TIMM9"
"turquoise","TIMMDC1"
"turquoise","TIMP2"
"turquoise","TIMP3"
"pink","TIMP4"
"grey","TINAG"
"turquoise","TINAGL1"
"turquoise","TINF2"
"turquoise","TIPARP"
"turquoise","TIPIN"
"turquoise","TIPRL"
"turquoise","TIRAP"
"turquoise","TJAP1"
"turquoise","TJP1"
"turquoise","TJP2"
"turquoise","TJP3"
"red","TK1"
"turquoise","TLCD1"
"turquoise","TLCD2"
"turquoise","TLDC1"
"grey","TLDC2"
"turquoise","TLE1"
"turquoise","TLE3"
"turquoise","TLL1"
"turquoise","TLL2"
"turquoise","TLN2"
"turquoise","TLR15"
"grey","TLR1A"
"turquoise","TLR1B"
"blue","TLR2A"
"turquoise","TLR3"
"blue","TLR4"
"turquoise","TLR5"
"blue","TLR7"
"grey","TLX1"
"turquoise","TLX2"
"turquoise","TM2D1"
"turquoise","TM2D2"
"turquoise","TM2D3"
"grey","TM4SF1"
"turquoise","TM4SF18"
"turquoise","TM4SF19"
"grey","TM4SF1a"
"salmon","TM4SF4"
"turquoise","TM6SF1"
"turquoise","TM7SF3"
"turquoise","TM9SF2"
"turquoise","TM9SF3"
"turquoise","TM9SF4"
"turquoise","TMA16"
"turquoise","TMBIM1"
"turquoise","TMBIM4"
"turquoise","TMBIM6"
"turquoise","TMC1"
"grey","TMC2"
"turquoise","TMC3"
"turquoise","TMC5"
"turquoise","TMC6"
"turquoise","TMC7"
"turquoise","TMCC1"
"turquoise","TMCC2"
"turquoise","TMCC3"
"turquoise","TMCO1"
"turquoise","TMCO3"
"turquoise","TMCO4"
"turquoise","TMCO6"
"turquoise","TMCO7"
"turquoise","TMED10"
"grey","TMED11"
"turquoise","TMED3"
"turquoise","TMED5"
"turquoise","TMED7"
"turquoise","TMED8"
"turquoise","TMEFF1"
"turquoise","TMEFF2"
"turquoise","TMEM100"
"turquoise","TMEM101"
"turquoise","TMEM104"
"turquoise","TMEM106B"
"turquoise","TMEM106C"
"turquoise","TMEM107"
"turquoise","TMEM108"
"turquoise","TMEM109"
"turquoise","TMEM11"
"turquoise","TMEM114"
"turquoise","TMEM115"
"turquoise","TMEM116"
"turquoise","TMEM117"
"grey","TMEM119"
"turquoise","TMEM120A"
"turquoise","TMEM120B"
"turquoise","TMEM121"
"turquoise","TMEM121L"
"turquoise","TMEM123"
"brown","TMEM125"
"turquoise","TMEM126A"
"turquoise","TMEM127"
"turquoise","TMEM128"
"turquoise","TMEM129"
"turquoise","TMEM130"
"turquoise","TMEM131"
"turquoise","TMEM132A"
"turquoise","TMEM132B"
"turquoise","TMEM132C"
"turquoise","TMEM132D"
"turquoise","TMEM132E"
"turquoise","TMEM135"
"turquoise","TMEM136-1"
"turquoise","TMEM136-2"
"turquoise","TMEM138"
"turquoise","TMEM139"
"turquoise","TMEM140"
"turquoise","TMEM141"
"turquoise","TMEM144"
"turquoise","TMEM14A"
"turquoise","TMEM14C"
"turquoise","TMEM150A"
"turquoise","TMEM150C"
"turquoise","TMEM154"
"turquoise","TMEM156"
"turquoise","TMEM158"
"turquoise","TMEM159"
"turquoise","TMEM161A"
